FID,COD,X,Y
1170,GY0302,157278.0000000,4359150.0000000
1171,GY1001,180456.0000000,4226010.0000000
1172,GY0802,113164.0000000,4157450.0000000
1173,GY0202,156587.0000000,4394270.0000000
1174,GY0102,64119.3007812,4441300.0000000
1175,GY0201,131099.0000000,4417880.0000000
1176,GY0304,199994.0000000,4335660.0000000
1177,GY0606,285255.0000000,4189020.0000000
1178,GY1002,235910.0000000,4216250.0000000
1179,GY0401,214864.0000000,4332930.0000000
1180,GY0501,248300.0000000,4305030.0000000
1181,GY0402,231538.0000000,4338680.0000000
1182,GY0604,320214.0000000,4258860.0000000
1183,GY0605,287247.0000000,4222810.0000000
1184,GY0601,293168.0000000,4284410.0000000
1185,GY0502,275564.0000000,4312480.0000000
1186,GY0603,324316.0000000,4286770.0000000
1187,GY0602,310346.0000000,4304570.0000000
1188,GY0303,186234.0000000,4351920.0000000
1189,GY0607,266688.0000000,3944960.0000000
1190,GY0902,155075.0000000,3930630.0000000
1191,GY0901,71053.2968750,3979520.0000000
1192,GY0801,35275.3007812,4174820.0000000
1193,GY0702,9235.5302734,4279710.0000000
1194,GY0701,-1869.0799561,4354900.0000000
1195,GY0101,-4188.5498047,4464680.0000000
1196,GUF111,839177.0000000,3935850.0000000
1197,GUF121,789249.0000000,4192570.0000000
1198,GUF131,852607.0000000,4154630.0000000
1199,GUF141,882941.0000000,4157860.0000000
1200,GUF151,902584.0000000,4141340.0000000
1201,GUF161,882597.0000000,4139950.0000000
1202,GUF171,961381.0000000,4071630.0000000
1203,GUF181,876413.0000000,4049280.0000000
1204,GUF191,908963.0000000,4147890.0000000
1205,GUF1101,880705.0000000,4104300.0000000
1206,GUF1111,811564.0000000,4113930.0000000
1207,GUF1121,921880.0000000,4027230.0000000
1208,GUF1131,825404.0000000,4186500.0000000
1209,GUF211,675328.0000000,4152080.0000000
1210,GUF221,720752.0000000,4238320.0000000
1211,GUF231,685107.0000000,4104610.0000000
1212,GUF241,749070.0000000,4164750.0000000
1213,GUF251,728520.0000000,3955330.0000000
1214,GUF261,698748.0000000,4068140.0000000
1215,GUF271,709606.0000000,4164230.0000000
1216,GUF281,773299.0000000,4052560.0000000
1217,EC210160,-1933240.0000000,3564960.0000000
1218,EC050157,-2119850.0000000,3423320.0000000
1219,EC140455,-2021400.0000000,3341680.0000000
1220,EC190450,-2117990.0000000,3124440.0000000
1221,EC060251,-2097250.0000000,3268060.0000000
1222,EC210752,-1847650.0000000,3541330.0000000
1223,EC150151,-1991680.0000000,3428120.0000000
1224,EC050151,-2101140.0000000,3432840.0000000
1225,EC220153,-1878730.0000000,3485160.0000000
1226,EC140151,-2057130.0000000,3288400.0000000
1227,EC011351,-2081070.0000000,3240760.0000000
1228,EC110650,-2150230.0000000,3014280.0000000
1229,EC140251,-2099620.0000000,3149640.0000000
1230,EC180151,-2115140.0000000,3390790.0000000
1231,EC180150,-2109310.0000000,3387480.0000000
1232,EC050551,-2109850.0000000,3404940.0000000
1233,EC160450,-2001280.0000000,3400230.0000000
1234,EC140451,-2036490.0000000,3333470.0000000
1235,EC150350,-2067430.0000000,3449760.0000000
1236,EC140651,-2058480.0000000,3254720.0000000
1237,EC180152,-2108710.0000000,3393310.0000000
1238,EC180153,-2112210.0000000,3396950.0000000
1239,EC220451,-1977180.0000000,3467500.0000000
1240,EC030150,-2113160.0000000,3226990.0000000
1241,EC150750,-2045880.0000000,3478680.0000000
1242,EC010151,-2154380.0000000,3192460.0000000
1243,EC180250,-2085800.0000000,3372120.0000000
1244,EC180851,-2093320.0000000,3394370.0000000
1245,EC050152,-2106830.0000000,3418540.0000000
1246,EC190951,-2074530.0000000,3103360.0000000
1247,EC180751,-2104790.0000000,3378920.0000000
1248,EC140252,-2098510.0000000,3166990.0000000
1249,EC030250,-2123380.0000000,3231370.0000000
1250,EC060956,-2092190.0000000,3366580.0000000
1251,EC180752,-2100570.0000000,3374370.0000000
1252,EC140253,-2070330.0000000,3149640.0000000
1253,EC010552,-2107400.0000000,3227880.0000000
1254,EC060151,-2114080.0000000,3337040.0000000
1255,EC060152,-2120260.0000000,3346770.0000000
1256,EC050651,-2127780.0000000,3437010.0000000
1257,EC160152,-2004430.0000000,3365390.0000000
1258,EC220251,-1800510.0000000,3498460.0000000
1259,EC150950,-2034450.0000000,3406740.0000000
1260,EC060651,-2091660.0000000,3303320.0000000
1261,EC180350,-2107860.0000000,3377480.0000000
1262,EC060450,-2094290.0000000,3335420.0000000
1263,EC110151,-2152820.0000000,3093990.0000000
1264,EC050652,-2118320.0000000,3430460.0000000
1265,EC010154,-2135520.0000000,3222310.0000000
1266,EC010553,-2103670.0000000,3217520.0000000
1267,EC190551,-2092300.0000000,3126720.0000000
1268,EC140751,-2027290.0000000,3315120.0000000
1269,EC140254,-2092700.0000000,3179600.0000000
1270,EC180754,-2100460.0000000,3389030.0000000
1271,EC010155,-2138520.0000000,3218070.0000000
1272,EC190251,-2104120.0000000,2989500.0000000
1273,EC150153,-1961800.0000000,3439090.0000000
1274,EC011150,-2104930.0000000,3203370.0000000
1275,EC140552,-2063750.0000000,3226350.0000000
1276,EC110152,-2157000.0000000,3097180.0000000
1277,EC050653,-2133020.0000000,3429960.0000000
1278,EC010451,-2131060.0000000,3151260.0000000
1279,EC030151,-2119400.0000000,3221850.0000000
1280,EC060352,-2120070.0000000,3320400.0000000
1281,EC220252,-1824750.0000000,3442430.0000000
1282,EC180154,-2113350.0000000,3394070.0000000
1283,EC140551,-2075980.0000000,3226270.0000000
1284,EC150751,-2044100.0000000,3469300.0000000
1285,EC180753,-2094710.0000000,3369510.0000000
1286,EC150352,-2033640.0000000,3456570.0000000
1287,EC060153,-2102440.0000000,3344910.0000000
1288,EC140162,-2011400.0000000,3300310.0000000
1289,EC010951,-2106070.0000000,3180770.0000000
1290,EC010150,-2130680.0000000,3206010.0000000
1291,EC140452,-2057600.0000000,3357230.0000000
1292,EC190151,-2101580.0000000,3089080.0000000
1293,EC010152,-2129700.0000000,3182880.0000000
1294,EC180167,-2108570.0000000,3401190.0000000
1295,EC160451,-1891540.0000000,3402380.0000000
1296,EC050552,-2126490.0000000,3403380.0000000
1297,EC210751,-1782790.0000000,3522570.0000000
1298,EC150752,-2058110.0000000,3484530.0000000
1299,EC010352,-2099340.0000000,3211300.0000000
1300,EC220151,-1908580.0000000,3470380.0000000
1301,EC030650,-2125870.0000000,3221600.0000000
1302,EC160154,-2023640.0000000,3378020.0000000
1303,EC010562,-2102190.0000000,3227690.0000000
1304,EC210152,-1906920.0000000,3548440.0000000
1305,EC060951,-2086130.0000000,3358810.0000000
1306,EC010554,-2108640.0000000,3213640.0000000
1307,EC040151,-2020430.0000000,3606400.0000000
1308,EC150450,-2029330.0000000,3496970.0000000
1309,EC190252,-2113290.0000000,2983800.0000000
1310,EC220154,-1927050.0000000,3487840.0000000
1311,EC210650,-1972210.0000000,3556650.0000000
1312,EC220155,-1844060.0000000,3493130.0000000
1313,EC210155,-1927280.0000000,3540690.0000000
1314,EC190651,-2075370.0000000,3137620.0000000
1315,EC140258,-2087260.0000000,3157060.0000000
1316,EC011250,-2095220.0000000,3222290.0000000
1317,EC190650,-2075690.0000000,3131120.0000000
1318,EC210551,-2025450.0000000,3591540.0000000
1319,EC190851,-2110280.0000000,3031830.0000000
1320,EC210251,-2026390.0000000,3542030.0000000
1321,EC140255,-2086930.0000000,3171410.0000000
1322,EC180755,-2102300.0000000,3385780.0000000
1323,EC160166,-2011830.0000000,3380230.0000000
1324,EC180551,-2085690.0000000,3384530.0000000
1325,EC180852,-2097150.0000000,3393900.0000000
1326,EC220351,-1921300.0000000,3521470.0000000
1327,EC160155,-2036150.0000000,3379100.0000000
1328,EC060154,-2106320.0000000,3325760.0000000
1329,EC220156,-1937930.0000000,3482790.0000000
1330,EC180756,-2100410.0000000,3383580.0000000
1331,EC210153,-1915360.0000000,3566330.0000000
1332,EC140153,-2042730.0000000,3286820.0000000
1333,EC010952,-2118780.0000000,3171980.0000000
1334,EC150451,-1997220.0000000,3509490.0000000
1335,EC210252,-1984530.0000000,3532700.0000000
1336,EC140350,-2077180.0000000,3201800.0000000
1337,EC011450,-2098820.0000000,3222590.0000000
1338,EC190152,-2107430.0000000,3100410.0000000
1339,EC050153,-2118000.0000000,3433020.0000000
1340,EC010350,-2108100.0000000,3208060.0000000
1341,EC140250,-2076480.0000000,3164780.0000000
1342,EC110154,-2160110.0000000,3106680.0000000
1343,EC030354,-2145420.0000000,3237590.0000000
1344,EC180757,-2097580.0000000,3373660.0000000
1345,EC060650,-2108130.0000000,3306080.0000000
1346,EC060751,-2096290.0000000,3361890.0000000
1347,EC060750,-2105170.0000000,3350090.0000000
1348,EC030153,-2116080.0000000,3231540.0000000
1349,EC010556,-2093690.0000000,3233850.0000000
1350,EC190350,-2078540.0000000,3081810.0000000
1351,EC010953,-2102290.0000000,3194340.0000000
1352,EC150356,-2003770.0000000,3465160.0000000
1353,EC180155,-2111510.0000000,3381600.0000000
1354,EC140652,-2037260.0000000,3253150.0000000
1355,EC140750,-2021950.0000000,3325980.0000000
1356,EC140951,-1916470.0000000,3271380.0000000
1357,EC060752,-2101640.0000000,3356690.0000000
1358,EC190153,-2127720.0000000,3100910.0000000
1359,EC140351,-2070100.0000000,3195240.0000000
1360,EC220157,-1910700.0000000,3441440.0000000
1361,EC180156,-2105110.0000000,3392350.0000000
1362,EC010353,-2113900.0000000,3207330.0000000
1363,EC210157,-1956930.0000000,3567400.0000000
1364,EC030154,-2119410.0000000,3216290.0000000
1365,EC030254,-2130580.0000000,3231780.0000000
1366,EC110155,-2136640.0000000,3097080.0000000
1367,EC110652,-2155240.0000000,3007240.0000000
1368,EC050154,-2113680.0000000,3434230.0000000
1369,EC180157,-2120230.0000000,3377560.0000000
1370,EC220158,-1941190.0000000,3460260.0000000
1371,EC210550,-2013100.0000000,3590600.0000000
1372,EC060955,-2085170.0000000,3348790.0000000
1373,EC190854,-2097560.0000000,3011620.0000000
1374,EC190254,-2112030.0000000,2979910.0000000
1375,EC220350,-1920960.0000000,3512770.0000000
1376,EC190451,-2113530.0000000,3112730.0000000
1377,EC060753,-2097360.0000000,3354520.0000000
1378,EC210552,-2024680.0000000,3569580.0000000
1379,EC011152,-2102140.0000000,3203320.0000000
1380,EC050455,-2123540.0000000,3423310.0000000
1381,EC220355,-1931050.0000000,3518560.0000000
1382,EC050150,-2105770.0000000,3424240.0000000
1383,EC060155,-2114660.0000000,3344740.0000000
1384,EC060156,-2102450.0000000,3329170.0000000
1385,EC210451,-1883430.0000000,3508600.0000000
1386,EC150452,-2013950.0000000,3491420.0000000
1387,EC010156,-2123100.0000000,3212000.0000000
1388,EC180251,-2089120.0000000,3376690.0000000
1389,EC141050,-2047210.0000000,3247390.0000000
1390,EC110150,-2138000.0000000,3082710.0000000
1391,EC220450,-1966170.0000000,3470060.0000000
1392,EC180552,-2095050.0000000,3390350.0000000
1393,EC190553,-2069020.0000000,3114480.0000000
1394,EC010954,-2114690.0000000,3185250.0000000
1395,EC030155,-2111740.0000000,3224240.0000000
1396,EC010359,-2094980.0000000,3204420.0000000
1397,EC011153,-2097100.0000000,3198060.0000000
1398,EC210250,-1988560.0000000,3545710.0000000
1399,EC140150,-2043410.0000000,3281390.0000000
1400,EC140952,-1989770.0000000,3303910.0000000
1401,EC160251,-2036260.0000000,3358390.0000000
1402,EC180853,-2088850.0000000,3401480.0000000
1403,EC010354,-2100850.0000000,3214670.0000000
1404,EC060952,-2084730.0000000,3354200.0000000
1405,EC160250,-2046140.0000000,3386350.0000000
1406,EC180450,-2116720.0000000,3368870.0000000
1407,EC180158,-2109370.0000000,3380040.0000000
1408,EC160156,-1909420.0000000,3337030.0000000
1409,EC050553,-2114010.0000000,3403630.0000000
1410,EC050156,-2104560.0000000,3445420.0000000
1411,EC050554,-2103800.0000000,3414430.0000000
1412,EC030251,-2134790.0000000,3227690.0000000
1413,EC210150,-1933460.0000000,3558510.0000000
1414,EC140256,-2087530.0000000,3150350.0000000
1415,EC190352,-2086070.0000000,3034330.0000000
1416,EC220159,-1951620.0000000,3506340.0000000
1417,EC190952,-2071140.0000000,3089510.0000000
1418,EC220250,-1771760.0000000,3452670.0000000
1419,EC010158,-2118680.0000000,3210120.0000000
1420,EC010159,-2128910.0000000,3218620.0000000
1421,EC170253,-2055130.0000000,3538520.0000000
1422,EC150453,-2048780.0000000,3511440.0000000
1423,EC141150,-2063290.0000000,3327400.0000000
1424,EC210156,-1886220.0000000,3562200.0000000
1425,EC010160,-2122550.0000000,3205810.0000000
1426,EC190652,-2074500.0000000,3125020.0000000
1427,EC190850,-2131970.0000000,3009630.0000000
1428,EC210351,-1853570.0000000,3565200.0000000
1429,EC011352,-2088870.0000000,3232030.0000000
1430,EC140450,-2033800.0000000,3348800.0000000
1431,EC140851,-2076040.0000000,3192860.0000000
1432,EC210452,-1830310.0000000,3511040.0000000
1433,EC190753,-2096540.0000000,3099980.0000000
1434,EC150154,-2062360.0000000,3430640.0000000
1435,EC050555,-2107910.0000000,3405570.0000000
1436,EC150753,-2069280.0000000,3489320.0000000
1437,EC190950,-2070210.0000000,3099260.0000000
1438,EC180159,-2123560.0000000,3387560.0000000
1439,EC180550,-2092810.0000000,3381470.0000000
1440,EC140553,-2043260.0000000,3221890.0000000
1441,EC010550,-2107550.0000000,3220050.0000000
1442,EC180750,-2098400.0000000,3378850.0000000
1443,EC060950,-2092750.0000000,3353820.0000000
1444,EC180160,-2104960.0000000,3385920.0000000
1445,EC180161,-2133030.0000000,3374740.0000000
1446,EC180850,-2098940.0000000,3399960.0000000
1447,EC030156,-2102920.0000000,3240720.0000000
1448,EC180451,-2108750.0000000,3372840.0000000
1449,EC050158,-2125410.0000000,3426180.0000000
1450,EC160157,-2022900.0000000,3355560.0000000
1451,EC220352,-1901270.0000000,3503300.0000000
1452,EC180854,-2104300.0000000,3400320.0000000
1453,EC011151,-2097140.0000000,3195120.0000000
1454,EC190256,-2115700.0000000,2979340.0000000
1455,EC060953,-2086290.0000000,3363280.0000000
1456,EC210352,-1831260.0000000,3551080.0000000
1457,EC210350,-1810500.0000000,3561240.0000000
1458,EC220150,-1935840.0000000,3496950.0000000
1459,EC210254,-2006310.0000000,3552610.0000000
1460,EC150155,-2004790.0000000,3431470.0000000
1461,EC220452,-1953520.0000000,3472090.0000000
1462,EC150156,-2013730.0000000,3417850.0000000
1463,EC210353,-1764840.0000000,3551700.0000000
1464,EC050450,-2125090.0000000,3414530.0000000
1465,EC140954,-1941050.0000000,3258090.0000000
1466,EC060157,-2088480.0000000,3324210.0000000
1467,EC060158,-2109170.0000000,3332390.0000000
1468,EC160150,-2035730.0000000,3373100.0000000
1469,EC180650,-2103900.0000000,3368980.0000000
1470,EC060159,-2092790.0000000,3343920.0000000
1471,EC180951,-2116490.0000000,3372860.0000000
1472,EC010161,-2121780.0000000,3188640.0000000
1473,EC180162,-2121700.0000000,3393020.0000000
1474,EC010356,-2100040.0000000,3204610.0000000
1475,EC010162,-2126900.0000000,3209910.0000000
1476,EC140164,-2067950.0000000,3269700.0000000
1477,EC160158,-1865000.0000000,3297770.0000000
1478,EC180252,-2063830.0000000,3388170.0000000
1479,EC160159,-1835130.0000000,3348620.0000000
1480,EC180253,-2074610.0000000,3379060.0000000
1481,EC060150,-2109180.0000000,3342130.0000000
1482,EC030157,-2099510.0000000,3249840.0000000
1483,EC210553,-2004760.0000000,3574260.0000000
1484,EC180651,-2108940.0000000,3366150.0000000
1485,EC220356,-1936490.0000000,3533500.0000000
1486,EC190155,-2122100.0000000,3083540.0000000
1487,EC180758,-2104120.0000000,3381620.0000000
1488,EC060754,-2121300.0000000,3357690.0000000
1489,EC180855,-2102560.0000000,3405820.0000000
1490,EC190259,-2140000.0000000,2992750.0000000
1491,EC140353,-2043120.0000000,3190550.0000000
1492,EC060954,-2094580.0000000,3357410.0000000
1493,EC010955,-2112030.0000000,3194440.0000000
1494,EC180163,-2114370.0000000,3392400.0000000
1495,EC220353,-1925360.0000000,3502610.0000000
1496,EC190158,-2093530.0000000,3080700.0000000
1497,EC140852,-2046160.0000000,3169750.0000000
1498,EC010559,-2114290.0000000,3213810.0000000
1499,EC180164,-2130770.0000000,3388760.0000000
1500,EC150754,-2035920.0000000,3485990.0000000
1501,EC140557,-2042620.0000000,3235960.0000000
1502,EC030252,-2119030.0000000,3226830.0000000
1503,EC190852,-2108250.0000000,3006820.0000000
1504,EC060755,-2104420.0000000,3346710.0000000
1505,EC140156,-2045010.0000000,3294170.0000000
1506,EC060756,-2112390.0000000,3356030.0000000
1507,EC140853,-2068720.0000000,3170010.0000000
1508,EC010163,-2151420.0000000,3202200.0000000
1509,EC160351,-2025710.0000000,3389110.0000000
1510,EC220454,-1979520.0000000,3450400.0000000
1511,EC220160,-1960030.0000000,3521990.0000000
1512,EC141251,-1990910.0000000,3222810.0000000
1513,EC220453,-1972350.0000000,3484580.0000000
1514,EC180856,-2088000.0000000,3410430.0000000
1515,EC010956,-2120410.0000000,3179600.0000000
1516,EC060757,-2098790.0000000,3359210.0000000
1517,EC010357,-2109990.0000000,3200430.0000000
1518,EC060160,-2129470.0000000,3351160.0000000
1519,EC140850,-2078030.0000000,3184160.0000000
1520,EC150158,-2034970.0000000,3432850.0000000
1521,EC050159,-2119380.0000000,3449040.0000000
1522,EC110157,-2145570.0000000,3109010.0000000
1523,EC060161,-2106280.0000000,3338240.0000000
1524,EC220161,-1955380.0000000,3497730.0000000
1525,EC140554,-2056580.0000000,3225890.0000000
1526,EC011154,-2101190.0000000,3199740.0000000
1527,EC030158,-2113840.0000000,3217910.0000000
1528,EC050550,-2099590.0000000,3413870.0000000
1529,EC140356,-2060570.0000000,3187620.0000000
1530,EC140257,-2110330.0000000,3160460.0000000
1531,EC180857,-2100260.0000000,3394460.0000000
1532,EC111156,-2153940.0000000,3121930.0000000
1533,EC150354,-2013220.0000000,3437770.0000000
1534,EC210454,-1922410.0000000,3529620.0000000
1535,EC110158,-2131610.0000000,3057800.0000000
1536,EC210453,-1870020.0000000,3517560.0000000
1537,EC220354,-1942260.0000000,3519640.0000000
1538,EC011253,-2092040.0000000,3212840.0000000
1539,EC220455,-1992020.0000000,3464510.0000000
1540,EC140454,-2037760.0000000,3340710.0000000
1541,EC010164,-2119810.0000000,3198740.0000000
1542,EC210554,-2009530.0000000,3601460.0000000
1543,EC210158,-1941860.0000000,3552300.0000000
1544,EC160350,-2024160.0000000,3397920.0000000
1545,EC210354,-1862820.0000000,3587760.0000000
1546,EC060758,-2101240.0000000,3362290.0000000
1547,EC220253,-1780860.0000000,3490590.0000000
1548,EC140655,-2047550.0000000,3270460.0000000
1549,EC150454,-2029850.0000000,3510920.0000000
1550,EC180165,-2115700.0000000,3381770.0000000
1551,EC210651,-1960320.0000000,3560040.0000000
1552,EC110653,-2149620.0000000,3021500.0000000
1553,EC110159,-2150060.0000000,3103080.0000000
1554,EC141250,-2021630.0000000,3203380.0000000
1555,EC140550,-2067000.0000000,3244130.0000000
1556,EC140854,-2068420.0000000,3179280.0000000
1557,EC060354,-2115300.0000000,3330290.0000000
1558,EC050650,-2124160.0000000,3431400.0000000
1559,EC160161,-1969340.0000000,3344690.0000000
1560,EC150455,-2039070.0000000,3492750.0000000
1561,EC010165,-2150760.0000000,3213010.0000000
1562,EC210652,-1960370.0000000,3551850.0000000
1563,EC011350,-2089780.0000000,3221160.0000000
1564,EC140157,-2011580.0000000,3265870.0000000
1565,EC160252,-2043320.0000000,3370000.0000000
1566,EC141052,-2034950.0000000,3242430.0000000
1567,EC210450,-1897760.0000000,3532210.0000000
1568,EC010166,-2128010.0000000,3214250.0000000
1569,EC210455,-1913380.0000000,3528130.0000000
1570,EC010950,-2101290.0000000,3190030.0000000
1571,EC010360,-2105980.0000000,3199550.0000000
1572,EC160162,-1996870.0000000,3331200.0000000
1573,EC140158,-2050320.0000000,3305300.0000000
1574,EC010167,-2133040.0000000,3209830.0000000
1575,EC030651,-2124100.0000000,3215460.0000000
1576,EC140357,-2052190.0000000,3212350.0000000
1577,EC180553,-2085180.0000000,3392900.0000000
1578,EC140650,-2047000.0000000,3264120.0000000
1579,EC150756,-2017720.0000000,3482480.0000000
1580,EC030160,-2100950.0000000,3235010.0000000
1581,EC140950,-1971400.0000000,3280190.0000000
1582,EC150157,-2062280.0000000,3415500.0000000
1583,EC050161,-2119450.0000000,3440010.0000000
1584,EC110160,-2148720.0000000,3089560.0000000
1585,EC220152,-1911120.0000000,3488460.0000000
1586,EC210750,-1855490.0000000,3532780.0000000
1587,EC010168,-2133910.0000000,3192830.0000000
1588,EC160163,-2031800.0000000,3362610.0000000
1589,EC140556,-2052740.0000000,3240790.0000000
1590,EC150150,-2022010.0000000,3428530.0000000
1591,EC160164,-2031450.0000000,3385410.0000000
1592,EC190156,-2102410.0000000,3075300.0000000
1593,EC220254,-1782380.0000000,3475350.0000000
1594,EC180950,-2114100.0000000,3376750.0000000
1595,EC050162,-2132690.0000000,3443710.0000000
1596,EC010561,-2097500.0000000,3228840.0000000
1597,EC180166,-2107760.0000000,3382220.0000000
1598,EC220357,-1932100.0000000,3527130.0000000
1599,EC190752,-2083970.0000000,3098530.0000000
1600,EC190653,-2059730.0000000,3135200.0000000
1601,EC010169,-2132120.0000000,3199370.0000000
1602,EC030253,-2122710.0000000,3224570.0000000
1603,EC190452,-2118540.0000000,3143300.0000000
1604,EC140953,-1966940.0000000,3247200.0000000
1605,EC180254,-2080450.0000000,3377150.0000000
1606,EC180168,-2107660.0000000,3397630.0000000
1607,EC220358,-1912600.0000000,3505090.0000000
1608,EC190853,-2124770.0000000,3032410.0000000
1609,EC010170,-2126050.0000000,3200280.0000000
1610,EC060759,-2104780.0000000,3355920.0000000
1611,EC160165,-2023870.0000000,3368080.0000000
1612,EC010171,-2141440.0000000,3184600.0000000
1613,EC060350,-2123310.0000000,3334610.0000000
1614,EC180652,-2113750.0000000,3363850.0000000
1615,EC110162,-2130040.0000000,3039700.0000000
1616,EC190550,-2093030.0000000,3112540.0000000
1617,EC220255,-1746170.0000000,3481720.0000000
1618,EC141051,-2020790.0000000,3228170.0000000
1619,EC140358,-2071120.0000000,3213470.0000000
1620,EC190150,-2113350.0000000,3067710.0000000
1621,EC010358,-2116540.0000000,3201380.0000000
1622,EC190250,-2123640.0000000,2989290.0000000
1623,EC190750,-2087610.0000000,3093300.0000000
1624,EC140160,-2073240.0000000,3289310.0000000
1625,EC190351,-2083780.0000000,3061080.0000000
1626,CO41006,-1847450.0000000,3738050.0000000
1627,CO18029,-1828930.0000000,3688470.0000000
1628,CO41020,-1774710.0000000,3829690.0000000
1629,CO41078,-1742790.0000000,3900520.0000000
1630,CO94343,-1097270.0000000,3971290.0000000
1631,CO18094,-1831210.0000000,3717490.0000000
1632,CO94886,-886115.0000000,3990850.0000000
1633,CO95015,-1505380.0000000,3760680.0000000
1634,CO18150,-1638350.0000000,3645080.0000000
1635,CO97161,-1304570.0000000,3716920.0000000
1636,CO41206,-1713510.0000000,3936840.0000000
1637,CO52215,-1992840.0000000,3621280.0000000
1638,CO50223,-1647000.0000000,3982850.0000000
1639,CO99773,-1117640.0000000,4069230.0000000
1640,CO18205,-1835020.0000000,3669780.0000000
1641,CO50251,-1623110.0000000,3962680.0000000
1642,CO18247,-1755960.0000000,3756270.0000000
1643,CO50270,-1617410.0000000,3972830.0000000
1644,CO91263,-1437020.0000000,3376500.0000000
1645,CO18256,-1758720.0000000,3737440.0000000
1646,CO95025,-1336580.0000000,3824610.0000000
1647,CO18001,-1797430.0000000,3747550.0000000
1648,CO50287,-1586900.0000000,3941370.0000000
1649,CO52287,-1990950.0000000,3636940.0000000
1650,CO41298,-1803560.0000000,3792110.0000000
1651,CO50313,-1605530.0000000,3951730.0000000
1652,CO41319,-1815990.0000000,3770770.0000000
1653,CO50318,-1634690.0000000,3996580.0000000
1654,CO94001,-987441.0000000,3978320.0000000
1655,CO52356,-1991390.0000000,3598570.0000000
1656,CO91405,-1448160.0000000,3457940.0000000
1657,CO94885,-808296.0000000,3784620.0000000
1658,CO50350,-1632960.0000000,3807690.0000000
1659,CO18410,-1755550.0000000,3704060.0000000
1660,CO91407,-1138320.0000000,3461090.0000000
1661,CO91430,-1269350.0000000,3592970.0000000
1662,CO50400,-1647370.0000000,3960330.0000000
1663,CO91001,-1123860.0000000,3232190.0000000
1664,CO50325,-1391570.0000000,3929800.0000000
1665,CO94663,-1195160.0000000,3911660.0000000
1666,CO50330,-1646160.0000000,3911850.0000000
1667,CO18460,-1771180.0000000,3685740.0000000
1668,CO95200,-1386160.0000000,3743890.0000000
1669,CO91460,-1274110.0000000,3531800.0000000
1670,CO97001,-1199290.0000000,3720460.0000000
1671,CO86001,-1920940.0000000,3678610.0000000
1672,CO18479,-1806720.0000000,3707420.0000000
1673,CO94888,-1142610.0000000,3874100.0000000
1674,CO41001,-1777800.0000000,3881960.0000000
1675,CO86320,-1943990.0000000,3616380.0000000
1676,CO97511,-1252680.0000000,3628530.0000000
1677,CO41530,-1864570.0000000,3733610.0000000
1678,CO94887,-1055650.0000000,3832750.0000000
1679,CO97777,-1237480.0000000,3788990.0000000
1680,CO52001,-1979000.0000000,3656520.0000000
1681,CO19533,-1876600.0000000,3675270.0000000
1682,CO52560,-1999620.0000000,3615320.0000000
1683,CO52573,-1989170.0000000,3627700.0000000
1684,CO91530,-1563730.0000000,3479190.0000000
1685,CO91536,-1260100.0000000,3399890.0000000
1686,CO86568,-1871450.0000000,3603340.0000000
1687,CO86569,-1891770.0000000,3627700.0000000
1688,CO94884,-953912.0000000,3894460.0000000
1689,CO50450,-1479430.0000000,3884080.0000000
1690,CO50568,-1363050.0000000,4025500.0000000
1691,CO86571,-1823320.0000000,3637310.0000000
1692,CO86573,-1722750.0000000,3573480.0000000
1693,CO50577,-1543310.0000000,3925240.0000000
1694,CO91540,-1170780.0000000,3217880.0000000
1695,CO18592,-1744430.0000000,3781700.0000000
1696,CO50590,-1527830.0000000,3880550.0000000
1697,CO91669,-1356270.0000000,3480610.0000000
1698,CO94883,-851216.0000000,3862510.0000000
1699,CO86755,-1938520.0000000,3666730.0000000
1700,CO18610,-1855920.0000000,3693840.0000000
1701,CO95001,-1384070.0000000,3863180.0000000
1702,CO50683,-1611640.0000000,3929350.0000000
1703,CO50689,-1517160.0000000,3963640.0000000
1704,CO86757,-1929850.0000000,3578300.0000000
1705,CO18753,-1646560.0000000,3742870.0000000
1706,CO19701,-1907630.0000000,3711310.0000000
1707,CO86760,-1956070.0000000,3659360.0000000
1708,CO86749,-1947160.0000000,3675710.0000000
1709,CO18756,-1502750.0000000,3610140.0000000
1710,CO18785,-1797440.0000000,3657560.0000000
1711,CO41770,-1827540.0000000,3757450.0000000
1712,CO97666,-1128530.0000000,3538470.0000000
1713,CO91798,-1127340.0000000,3350160.0000000
1714,CO41799,-1756480.0000000,3888060.0000000
1715,CO50370,-1680660.0000000,3897240.0000000
1716,CO86865,-1934130.0000000,3589380.0000000
1717,CO18860,-1797810.0000000,3673840.0000000
1718,CO86885,-1924140.0000000,3644150.0000000
1719,CO50711,-1589670.0000000,3880710.0000000
1720,CO97889,-1106230.0000000,3707170.0000000
1721,COD1100015,-239550.0000000,2265560.0000000
1722,COD1100023,-317073.0000000,2550390.0000000
1723,COD1100031,-66862.0000000,2152310.0000000
1724,COD1100049,-140659.0000000,2399880.0000000
1725,COD1100056,-132097.0000000,2182940.0000000
1726,COD1100064,-57635.3984375,2188490.0000000
1727,COD1100072,-114587.0000000,2214760.0000000
1728,COD1100080,-428456.0000000,2298430.0000000
1729,COD1100098,-83286.5000000,2394590.0000000
1730,COD1100106,-481911.0000000,2392740.0000000
1731,COD1100114,-275851.0000000,2478610.0000000
1732,COD1100122,-187704.0000000,2494660.0000000
